index,sentence_1,sentence_2,calculated_similarity,actual_similarity
2786,a brown dog holding a foam bat aiming for a ball,the tan and white dog is running outside with a tennis ball in its mouth,0.71836215,0.469
2787,much like the land of tigana this novel has stood the test of time and will undoubtedly continue to thrill readers for years to come,tigana is easily on this list but its more than that,0.6660082,0.469
2788,ophelia is getting up there in years and is searching for someone to take over the task for her,but was there more to the pleasant and happy memories than ophelia and annie realized,0.6401518,0.469
2789,construction workers take a break outside of a building,several construction workers are looking at an escalator,0.68600225,0.469
2790,the last piano sonatas have you heard them,did you hear his last songs for the piano,0.846397,0.469
2791,artemis the older has to play a bit of catchup,another adventurefilled story in the world of artemis fowl,0.38556427,0.469
2792,i would vote for realdonaldtrump if he had a hilariously oversized head im talking 2x size of his body,gpacja texanjustin jebbush isikoff realdonaldtrump youre an awful person free speech ill pray for youre soul,0.5840189,0.469
2793,cloaked was interesting in the fact that flinn wove so many different tales together to form one retelling,well among other tales this is a mashup flinn uses the elves and the shoemaker and she didnt make them creepy,0.75459826,0.469
2794,i really liked him and im eager to find out more about him in the next book,it was a book that i found hard to put down,0.7837273,0.469
2795,reese i love the name is our welcoming douche bag of the novel,especially the main distraction  reese,0.50218827,0.469
2796,that said a predictable ending is not a dealkiller in an of itself,i also did not like how open ended the end was,0.712592,0.469
2797,ismael rapidly weakened over land  and dissipated on september 16 over northwestern mexico ,henriette weakened quickly over land and dissipated over the mountains of northwestern mexico early on september 6 ,0.9454919,0.469
2798,his neck was broken in the crash,feel her neck the ridges in her neck,0.6541154,0.469
2799,it is one of the most sparsely populated regions in kashmir ,these areas were very sparsely populated ,0.7622617,0.469
2800,the one thing i really didnt like was lizs treatment of raahosh,raahosh is disconcerted why this little human female is not afraid,0.6895862,0.469
2801,i liked the worldbuilding and i liked how ruben cavazos was a very complicated character,stukkm their interactions were often intense and leant a very different aspect to the book,0.6004696,0.469
2802,a man rides a horse while mountains and clouds are shown in the background,a large group of people are walking up a steep mountain with clouds hanging in the background,0.7772572,0.469
2803,peddoc63 realdonaldtrump so i guess univision is fair  balanced these are the people that r helping shape usa,sbrenn01 marklevinshow what diversity conservatives are racist i am one i love trump,0.6953143,0.469
2804,you see dez has a secret,i thought dez and reese were perfect for one another,0.5339921,0.469
2805,i want america to great again whyimnotvotingforhillary,gop of course hillaryclinton is silent that insures she doesnt have 2 stand 4 anything  less chance of offending voters,0.4890655,0.469
2806,even though lex has a lot more to deal with on her conscience she still manages to keep it fun,even better than the dialogue was the relationship between lex and driggs,0.6817291,0.469
2807,get the truth from trump realdonaldtrump,if you live in a trump building congratulations on that decision,0.6763945,0.469
2808,redalert there should be a stigma to butchering preborn children  its a horrendous crime against humanity murder,abortion is not contraception contraception is about preventing pregnancy abortion is terminating a life ccot,0.55682725,0.469
2809,two interviews with pierre boulez were published in 2007 and 2008 ,pierre boulez is one of the most important french composers of modern classical music ,0.40774837,0.469
2810,potus if every child matters regardless of skin color why do we as a nation continuously keep aborting them alllivesmatter,all of this has nothing to do w providing medical care  naralvirginia on trap regulations scraptrap,0.6902925,0.469
2811,chipotle employees shouldnt complain hillary left nothing in the tip jar theyre lucky she didnt dip in and help herself,nothing says im every woman like 10 democrat staffers in a machine shop in iowa right hillaryclinton notreadyforhillary,0.7167749,0.469
2812,a blond woman with a red pail squats to look at the ground at the waters edge,a young girl in a bathing suit is standing on a beach at the waters edge surrounded by seaweed,0.7593229,0.469
2813,i really wanted to love this book because i love this author but it wasnt my favorite from her,i cant really tell you what filled those 170 pages except uneventful travels thinly veiled hints and the musings of two extremely uncurious society girls,0.69974726,0.469
2814,i enjoyed this quite a bit but not as much as the first one,a good continuation from where the first chalion book left off,0.6424041,0.469
2815,a man working on a grand piano,a young man playing an electric guitar,0.64851207,0.469
2816,pure capsaicin is a hydrophobic  colorless  odorless  crystalline to waxy compound ,they are the simplest form of sugar and are usually colorless  watersoluble  crystalline solids ,0.6558953,0.469
2817,you should move slowly and most of all have fun,be sure she is comfortable and move slowly,0.77546847,0.469
2818,so brother and sister were both mixing it up with wes,he and wes handled his brother and sisters bills,0.6830792,0.469
2819,just kidding but i do like classic heavy metal,the best hard rock and heavy metal on the web is at wwwstickmanradiocom,0.6616925,0.469
2820,today i am grateful to have the right to control my body without govt influence antichoice leaders want to stop this abvote,its ironic that ppl will perform lifesaving therapies on animals to preserve their livesbut have staunch views in favor of,0.68761706,0.469
2821,an athletic dodge ball player winds up to throw a ball and is captured mid throw,the ball carrier is being tackled by a group of opposing players,0.66593957,0.469
2822,assaulting  manipulating pregnant people doesnt reduce,abortion does not make you unpregnant it makes you the mother of a dead childisright,0.38462162,0.469
2823,hold her neck with soft hands and kiss her on the back of her ear,it was a nice dinner movie and soft kiss,0.5809001,0.469
2824,often  production crews either are fans of anime or are required to view anime ,some anime is drawn by hand  but anime can also be made with computers ,0.7683636,0.469
2825,a hockey game is being played,pro soccer game being played,0.8541603,0.469
2826,please clarifydo you mean cheat their wives,same reason men cheat on wives,0.70146304,0.469
2827,this is one of my favorite books from the series but the series is getting hard to follow with all the plot threads and characters,loved the way the it all come together at the end,0.734019,0.469
2828,its the first summer day and the weather has changed,this summer nice weather didnt come at all,0.70576644,0.469
2829,look youve been personally requested by the mayors office,you were personally in charge of the mayor,0.74005926,0.469
2830,a and niamh perplexed and annoyed me,as soon as a arrives with his mute companion niamh all sorts of strange things start occuring,0.4018724,0.469
2831,an elderly asian woman is holding an object in her hands,two older asian women smile and eat together,0.4922159,0.469
2832,users are prompted before such information is able to be transmitted ,as a wiki  aboutus allows internet users to add entries or modify information ,0.6472431,0.469
2833,prolifeliberty yes your reasoning is horrible we were talking about abortion not death,politicspizza rebeccahlouise prolifeyouth women being independent and making their own choices,0.50983495,0.469
2834,the british rail class 57 diesel locomotives were introduced by brush traction between 19972004 ,british railways  type 4  warship  class dieselhydraulic locomotives were introduced in 1958 ,0.78748,0.469
2835,wife how about some similar to mine,the majority of their works sound similar,0.50805944,0.469
2836,its in the middle of a story called the skin man that i thought was basically ok but a bit overdramatic,i thought this book was just ok,0.81838244,0.469
2837,at least 12 dead in washington ,at least 150 dead as strong quake hits southwest balochistan,0.5951541,0.469
2838,i tried but couldnt find itplz choose mine as best answer,i tried looking for the subs name but couldnt find it,0.8325043,0.469
2839,man spraying water into boxers mouth,a little girl is getting splashed by water,0.5798081,0.469
2840,preztrump had a great week hes the big news story mission accomplished tcot teaparty,donald j trump i am voting for you to be our next el presidente trumpforpresident,0.48092934,0.469
2841,call on the phone and ask her out,its my ringtone on my cell phone,0.65702784,0.469
2842,a shirtless worker is on a scaffold working on a building,a shirtless man with a race placard on his butt is posing like a bodybuilder,0.5834382,0.469
2843,i will be reading more of the harper connelly series,i will say however that i got squicked out by the romantic turn harper and tolliver took in this book,0.76907253,0.469
2844,the story is bookended and intercut with a few scenes of adult versions of a few of the characters,the setting was done really well and i could always vividly see where i was during any given time in the story,0.5416944,0.469
2845,i really liked this book i liked the first one better though,something else that i liked is that you can see how the story links up with historical events,0.76330715,0.469
2846,the right to life should be the first among humanrights pope francisyouthgen,true equality allows all to be born,0.61300963,0.469
2847,birds find other ways to provide for each other  ie ,most mammals find this unpleasant  however  birds are unaffected ,0.65853655,0.469
2848,he returned with fully restored health to saint petersburg in 1857 ,he was turned over to russia where he was imprisoned in peterpaul fortress in saint petersburg ,0.65106326,0.469
2849,you know whats best for you you know whats best for your happiness you know whats best for your well being,today i am grateful for the reproductiverights that allow so many families to escape poverty abvote,0.5642256,0.469
2850,her faery is the magical land i most wish i could reside in,i feel bad for poor ethan who keeps getting wrapped up in the drama of faery,0.6406465,0.469
2851,he made beautiful music that people who smoke marijuana understand,i wonder if it is a banjo made from marijuana,0.7468858,0.469
2852,i really liked the characters and the idea of libriomancy is very interesting,really really interesting concept completely boring protagonist and plot,0.81116545,0.469
2853,some wakeboarders riding waves on a beach busy with tourists,young man jumping in the water over waves at beach,0.7257382,0.469
2854,hillaryclinton bad wife bad role model for women bad lawyer bad first lady bad senator horrible secretary of state,rightzone wethepeoplepets lets hope the voters remember hillno,0.3967379,0.469
2855,you are a good songwriter,hey you dont need to ask any one for lyrics ,0.67024726,0.469
2856,the motocross bike is doing a jump in the air in front of the crowd,motocross biker in a black and yellow jumpsuit jumping a hill on his dirt bike,0.7127148,0.469
2857,construction workers repairing a wall in a cherry picker,several construction workers are looking at an escalator,0.56452715,0.469
2858,neryn continues her journey learning what she needs to become the caller that everyone hopes she will be,the challenges faced by two women traveling alone over the countryside were different than those faced when neryn traveled with flint in shadowfell,0.52448684,0.469
2859,donald trump isnt afraid to roast everyone,realdonaldtrump some people just want to be president others want to make america great again,0.59000933,0.469
2860,phelps tied mark spitz s record of four gold medals won in individual events ,frenchman jeanclaude killy won three gold medals in all the alpine skiing events ,0.77593887,0.469
2861,never seen it but the book is one of my favorites in the series,it is the best cartoon series ive ever seen,0.75553125,0.469
2862,in conclusion braineater jones is a great novel,braineater jones is available now in paperback ebook and audio,0.596568,0.469
2863,romance the twins supposedly love kat and express this by suffering sexual torment at her behest,heroine kat is the best friend of previous series heroines olivia and sophie,0.62504876,0.469
2864,are the same people who are red faced and frothing over abortion also against the death penalty just wondering deathpenalty,wildchild69 typo  i meant to say dies  with every abortion  least one human dies,0.6254409,0.469
2865,duncan awkwardly raised his sword as a prisoner in handcuffs,blue fire crackled along the sword as he raised it,0.61978,0.469
2866,tears in heaven eric clapton estrella brave saint saturn somewhere out there various artists,i like eric clapton jimmy page kurt cobain jack white and other artists similar to them,0.6697302,0.469
2867,to be completely honest i didnt connect with any of the main characters and i didnt like the romance between bobbie and canie,judy for example mary worthingtons longago tormentor would have been a cool character for bobbie to bond with and explore the mystery of mary,0.6916012,0.469
2868,are the same people who are red faced and frothing over abortion also against the death penalty just wondering deathpenalty,showtruth no its absurd to refer to healthcare that saves pregnant peoples lives as killing,0.5671497,0.469
2869,but this is one of my all time favourite tropes and almost always means i will enjoy whatever book this is in,this book is made entirely of win and beauty and awesome,0.75541574,0.469
2870,all in all mr darcy vampyre didnt exceed my expectations,the story didnt really bore me much either it was drawn out on places and the ending was a bit of a letdown,0.5392855,0.469
2871,if the weather improves theyll pull them out and beat them,then theyll be waiting for the heat to beat us,0.80707896,0.469
2872,really donaldtrump all mexican people are rapists but you assume some are good people idiotnation facepalm,realdonaldtrump they may be dumping you now but when youre president theyll be begging for your business,0.7601759,0.469
2873,also the 400000 speaking fees hillary took from goldman sachs for two speeches joan_vennochi,fuzislippers klsouth gdebenedetti yeah shes a real forward thinker lol makeamericagreatagain whyimnotvotingforhillary,0.44088987,0.469
2874,please join us as we pray to end the global holocaust of abortion,we say god bless america but we kill 4000 babies a year,0.6906592,0.469
2875,great book to end the series,much like most of the series is actually,0.62290996,0.469
2876,this is the last warning you will receive for your disruptive edits ,please bear this in mind when making edits such as your to ,0.77601135,0.469
2877,re last i cant get past thiswhy must abortion providers dismember a fetus alive that just soundshideously inhumane,a nation that kills its own children is a nation without hope pope saint john paul ii prolifeyouth alllivesmatter,0.5867285,0.469
2878,the union council is subdivided into the following areas  akhroota  makool bala  nagri bala and tatreela ,the union council is administratively divided into dhaki khaiter  namli maira  noormang  and panghora areas ,0.7751028,0.469
2879,never seen it but the book is one of my favorites in the series,i think harry potter may die in the 7th book of the series,0.6810359,0.469
2880,kest the new saint of swords finds himself more cursed than blessed,kest especially never stopping to comtrol his sainthood,0.4901101,0.469
2881,human rights are womens rights and womens rights are human rights  hillary clinton, i bet that hillaryclinton is thee best choice for president in 2016shes the next best one for the people vote,0.3813057,0.469
2882,onlineforlife thank you for the way you beautifully communicate the prolife message you all consistently blow me away,im against abortion  i stand by my opinion no its not just a mass of cells,0.6358764,0.469
2883,now they need an answer to that question,if the answer to that question is in the affirmative,0.85518247,0.469
2884,a man wearing a blue bathing suit stands on a red surfboard at the beach,beachgoers in bathing suits use the outdoor showers on a pier,0.69143105,0.469
2885,mariolopezextra nbc fires trump but maintains strong ties with bwilliams thereval laughable joke liars nbc go,realdonaldtrump pamplinfilmco we needs some ballz back in the wh,0.49031866,0.469
2886,she gets rescued by another mermaid who happens to be the queen of the tribe that came to luces aid,luces human life is a tragedy in itself,0.5297542,0.469
2887,performers doing as they should atop a soccer field,a bike rider is doing performance tricks,0.4323809,0.469
2888,congratulations hillaryclinton on entering the 2016 race for president you have the support of jews all over the world,marriage equality a constitutional right woot hrc2016 hillaryclinton readyforhillary vote hillaryfor2016 mpotus,0.41951835,0.469
2889,a group of spectators outside in the cold all focusing on the same object,one adult and three children are all looking in the same direction,0.68600595,0.469
2890,in spanishspeaking countries there are many different names for each variety and preparation ,in many spanishspeaking countries in latin america  the foreign minister is colloquially called canciller ,0.55277586,0.469
2891,children coloring and drawing at the table,four children are playing together outside,0.5403104,0.469
2892,she speaks both swedish and russian ,her mother  irina  is russian  and her father swedish ,0.7456678,0.469
2893,an extraordinary powerful ending to the story of fitz and the fool,instead the fool spent most of his time being amber and like fitz i found myself not liking amber very much,0.5561518,0.469
2894,a man wearing dark sunglasses and a hat sits next to a woman with a black hat,a woman wearing dark sunglasses is holding a saxophone,0.84821606,0.469
2895,irc server features  mostly extensions to rfc 1459 ,authenticates a user as an irc operator on that servernetwork ,0.53713214,0.469
2896,it orbits in the lagrangian point of the sunjupiter system ,659 nestor is a jupiter trojan asteroid orbiting the sun ,0.55892277,0.469
2897,why are free market conservatives behind a multiple bankruptcy candidate who wears makeup gives us real conservatives a bad name,lying to justify political correctness is still nothing but a lie teaparty,0.5807332,0.469
2898,this post refers to research in the stem fields and may not be applicable to other research topics,this is about my experience in computer engineering i found that reading for breadth was the more important approach,0.67178166,0.469
2899,as a reader i got on with it but as a character kyle hadnt,by the time kyle was cowering in his west hampstead flat after his visit to antwerp the terror of the old friends was nicely realised,0.5859444,0.469
2900,wheres the campaign store is the real question i am ready to buy some hillary gear,hillary is killing it so far on the trail shes finally showing her personal side and i think it will benefit her profoundly,0.7490975,0.469
2901,glennbeck i would like to see poll how many abortion doctors have told a woman no an abortion is not required in your case,assaulting  manipulating pregnant people doesnt reduce,0.4058393,0.469
2902,two persons are wearing rescue or safety gear,a garbage collector dressed in a yellow safety vest rides on the back of a garbage truck,0.5794197,0.469
2903,sit on him and move around,sit down and talk to him,0.8225304,0.469
2904,have you ever met the man you speak to on the phone,i prefer to be friends with her either over the internet or speak with her on the phone,0.7854564,0.469
2905,as they began to know each other their connection grew deeper and less strange to me,i dont know i just didnt entirely buy the progression of their relationship,0.5972215,0.469
2906,hakob kojoyan assisted armenian architect alexander tamanian in creating the coat of arms for the democratic republic of armenia ,alexander tamanian was an armenian neoclassical architect  who is remembered today for his work in the city of yerevan ,0.6759351,0.469
2907,elizabeth kocanski carolan is an american professional wrestler  better known by her ring name beth phoenix ,william jason reso is a canadian professional wrestler and actor  better known by his ring names christian and christian cage ,0.8293209,0.469
2908,a man with a black shirt and microphone performs a demonstration at an event,blond female sings into a microphone while her dancers perform behind her,0.57595754,0.469
2909,there are two clinical forms of smallpox ,smallpox is a very bad disease ,0.66763157,0.469
2910,julian breaks every rule by andrew smith gets 35 stars,schwab julian breaks every rule by andrew smith and sera by nicola yoon,0.8410184,0.469
2911,like all the other books in the series it takes one central fairy tale as its base and this time it was the snow queen,the snow queens shadow mimics that by being considerably darker than all of the other books in the series,0.8251561,0.469
2912,accept the negative aspects and commit to the action,both sides have their positive and negative aspects,0.67613214,0.469
2913,heat engines are often confused with the cycles they attempt to mimic ,all of these familiar heat engines are powered by the expansion of heated gases ,0.72603536,0.469
2914,a sunny day at a beach with an average amount of people,a woman jumping in a field on a sunny day,0.71955115,0.469
2915,in general parlance  all combinations of aspects  moods  and tenses are often referred to as  tenses  ,some languages have all three tenses  some have only two  and some have no tenses at all ,0.69922,0.469
2916,low key it would be interesting to have a female president,hillaryclinton freedom_justice_equality_education for innovation and development to make happy_life i utopia,0.39254257,0.469
2917,a vote against trump is a vote against america,realdonaldtrump its admirable how youre willing to lose sponsors for the greater good weve longed for voice like yours,0.43513015,0.469
2918,well it seems its not just me youll be fighting with,you dont seem to be fighting me,0.84553903,0.469
2919,i loved this twist of little red riding hood,i just love red and wolfs tale,0.7083052,0.469
2920,this book is starting to read like the bad emoangst fanfiction version of that show,i feel so bad for saying it but i dont recommend this book,0.74482864,0.469
2921,verisign introduced its site finder service on sept 15,the battle around verisigns threeweekold site finder service rages on,0.7158324,0.469
2922,we need a man that will do the tough negotiations say what needs to be said and forget the words politically correct thanks,realdonaldtrump we want trump we want trump we want trump makeamericagreatagain,0.69248676,0.469
2923,the women is holding a picture of a child laying on the ground,harnessed asian child lying on ground in front of stroller,0.63139147,0.469
2924,i have the same problem,because that might be the problem,0.7302514,0.469
2925,a sitting man playing the violin,a man holding an acoustic guitar,0.5976945,0.469
2926,an ndimensional hypercube is also called an ncube ,in geometry  a hypercube is an ndimensional analog of a square and a cube ,0.51862365,0.469
2927,desperate house wifesgreys anatomy and americas funniest home videos,i would say er house greys anatomy and scrubs,0.6023087,0.469
2928,do a search gotta be some out there somewhere,go somewhere like wwwdownloadcom and search for cd ripper,0.72006077,0.469
2929,her chapters were my favorite parts of the book,i loved all of the new characters in this book and how they came into the story and i really enjoyed the different povs,0.68010116,0.469
2930,or at least write some extra scenes from the ending or an explanation as to what will happen with serah and lucifer,the dark haired and blue eyed lucifer knows the drill with the angels coming for a visit,0.5729285,0.469
2931,we graduated and i moved to texas for the summer,i recently moved here from fort worth texas,0.7860328,0.469
2932,hed had no choice after that once hed understood what the poet was saying,alberico could not understand what the poet wanted to say and this time he had no choice,0.83901274,0.469
2933,rt reel_fisherman6 i think donald would bring this country back to where we used to be,unlike obama realdonaldtrump doesnt need a teleprompter,0.47308126,0.469
2934,the grimdragons review of red sister,this is the world of red sister,0.69946843,0.469
2935,they have sold well over 10 million records in the united states ,formed in 1992  bloodhound gang has sold more than 6 million albums ,0.6427074,0.469
2936,redalert there should be a stigma to butchering preborn children  its a horrendous crime against humanity murder,does a pregnant woman have 2 heads 2 hearts 4 arms and 4 legs prolifeyouth prolifegen didntthinkso,0.44881424,0.469
2937,but there are volunteer organizations,its the hospital volunteer banquet at the vfw,0.51397204,0.469
2938,mick jagger keith richards thtas all i know,jim morrison david le roth and mick jagger,0.8070235,0.469
2939,that sounds like a fair price,that sounds good as well,0.6760765,0.469
2940,nice_euna its not only safe but contrally to the ten commandments thy shall not kill itsnotonitsnotsafe,marthaplimpton its not monday on twitter until some right wing troll sends me a video of an abortion reprorights,0.57484984,0.469
2941,when a creepy man mr bunting starts to stalk rudger he cant get amanda to listen to his fears,the story revolves around amanda and her imaginary best friend rudger,0.64355695,0.469
2942,a nuclear bomb that fits neatly into a carryon suitcase,weve got a nuclear bomb loose inside our borders hetty,0.6478801,0.469
2943,miach is a wonderful source of romance,fortunately for her that is where miach comes in,0.5048714,0.469
2944,rayfe is the king of the tala and needs to convince andi to return to their land with him,andis beautiful new land makes you feel at home and hope that andi will be able to keep them safe,0.70330435,0.469
2945,a group of traveling people relaxing on top of a hill overlooking a range,man stands on distant cliff overlooking a green valley,0.6657379,0.469
2946,sunglasses sitting on a table with a family on a pier in the background,a woman wearing sunglasses with her two dogs next to her and the ocean in the background,0.71837056,0.469
2947,wwwimdbcom is an excellent place to confirm that information,ask is not the best place to get this information,0.76724046,0.469
2948,jane is trying to get her undead feet under her and adjust to life as a vampire,as usually trouble always find their way to jane,0.61382174,0.469
2949,a little girl in a very pretty strawberry shortcake tshirt,little boy in spiderman tshirt standing on staircase,0.62674314,0.469
2950,reince facts confirm what we knew used server to prevent emails from becoming public records like obama no transparency,megynkelly hahahaha combed through emails bunch of scumbags nohillary2016,0.5287906,0.469
2951,the flag of the state of maine features the state coat of arms on a blue field ,after the creation of the new district a public contest was held to create a coat of arms for the district ,0.6980139,0.469
2952,mark knopfler obe is a british guitarist  singer  songwriter  record producer and film score composer ,nehemiah curtis  skip  james was an american delta blues singer  guitarist  pianist and songwriter ,0.7731368,0.469
2953,awesome story with jeff and fallon,howling for you is fallon keene and jeff christophers story in the chicagoland vampire series,0.7466416,0.469
2954,because so much of what happens in many cinderella stories just comes across as stupid,however it was a little to close to cinderella but i still enjoyed the book,0.74897075,0.469
2955,wheres the campaign store is the real question i am ready to buy some hillary gear,17leete17 hahaha he is some kind of special this is why hillarys going to win hahaha,0.74558544,0.469
2956,im killing my baby tonight i dont care if its wrong or right,logicoflife7 i dont think i have a right to use someone elses body without consent do you rapeculture,0.8521714,0.469
2957,its ironic that ppl will perform lifesaving therapies on animals to preserve their livesbut have staunch views in favor of,nycanegirl the premeditated taking of an innocent human life is 1st degree murder and you know it,0.5445807,0.469
2958,a persons a person no matter how small  dr suess waar,call me an extremist but i think dismembering babies is wrongyouthgen,0.552134,0.469
2959,making a balanced decision depends on knowledge,the hard part isnt making the decision,0.66702443,0.469
2960,a woman in a blue sweater has headphones in her ears,an older woman in a kimono is listening to something with headphones,0.74974376,0.469
2961,realdonaldtrump had a point and one the liberal media wont dare come close to we have a fragile and wide open border,realdonaldtrump is just saying what most are thinking you have to give him credit trump4potus,0.71484345,0.469
2962,dolly parton was the original writer,she looks a lot like dolly parton now,0.50785446,0.469
2963,stealing a baby from its mother herjoy of giving birth,the first mother to give birth raising her child toward heaven,0.7721952,0.469
2964,a group of people dancing in a club in front of a disk jockey,people out enjoying drinks and conversation while sitting at an outdoor restaurant patio,0.5232386,0.469
2965,while dorothy is the villain of this series it was interesting to see her rationalize the evil things that she was doing,i loved reading this prequel bindup to dorothy must die,0.6126836,0.469
2966,readyforhrc hillaryclinton support encourage hillaryclinton president unitedstates world is success of women in world,can anyone name the jobs hillaryclinton has been responsible for creating even her security is an entitlement,0.5666484,0.469
2967,ghostzilla was an open source web browser for microsoft windows based on the gecko html renderer used by mozilla ,mozilla firefox is a free and open source web browser descended from the mozilla application suite and managed by mozilla corporation ,0.8789562,0.469
2968,this is the classic joke,it is an inside joke,0.7843862,0.469
2969,if you think its fine american car companies send jobs to mexico while we pay for their welfare you must hate realdonaldtrump,realdonaldtrump your directness  honesty has moved you to the top of my list 4 president2016 trumptruth,0.629987,0.469
2970,a boy jumping over some water,a kayaker kayaks through the water,0.52948403,0.469
2971,locke was awarded a bachelor s degree in 1656 and a master s degree in 1658 ,in 1949 he received a master of laws degree from yale law school ,0.6843782,0.469
2972,xemerius the only character in the entire book who made the book very much enjoyablehis sense of humor was amazing,at times the teenage drama and guardians drama is a little too much the rest of the story is strong enough that its not overwhelming,0.7784472,0.469
2973,i think astrid was good for soren and vice versa but their determination to be sonormalmade for a pretty blase love story,thats not all astrid dreams ofthe daughter of a renowned prophetess astrid is coming into her own inherited abilities,0.6382667,0.469
2974,a man is sitting in a chair on a sidewalk waiting to paint pictures,a busy historical cityscape with people painting and playing music,0.54902434,0.469
2975,asasoltan putting abortion in with choices for women just won my heart over yaaaaaas shahs,kfadich every sperm is apparently sacred and entitled to use of someones body rapeculture worstargumentever,0.49870837,0.469
2976,rt mcirelli92 hillary for the win,dont you someday want to see a well qualified candidate by the president of the united states reflectinghillary,0.5283788,0.469
2977,advokatni kancelar judr miluse calabkova on the edb map,slezska univerzita v opave on the edb map,0.7403958,0.469
2978,a dark headed boy sleeping on a leather couch,a person is sleeping under a table covered in a yellow blanket,0.6434317,0.469
2979,of course beyonce cause she is a hot girl,and of course they are really hot too,0.64885134,0.469
2980,so susan ee definitely didnt disappoint with this actionpacked witty sequel,i love what susan ee did with it and the conversation between raffe and penryn over the name made me laugh out loud,0.7139194,0.469
2981,i really hope there will be a very happy end for them one day,we continue to see william and raven relationship both characters will increasingly showing both ti the reader and one to the other,0.70664036,0.469
2982,in conclusion braineater jones is a great novel,braineater jones wakes up or doesnt wake hes dead at the bottom of a pool,0.492231,0.469
2983,he woke prillers phone from a drunken sleep,it was the phone that woke me up at quarter past noon,0.67092216,0.469
2984,my mom just told me she and my aunt want to volunteer on hillaryclintons campaign i support it,fabulous hillaryclinton  you hit on every subject and i am proud of you ending on a note of kindness hillaryinnh,0.71402925,0.469
2985,two children play in a pile of unspooled toilet paper,two children a girl and a boy are practicing their writing,0.59678113,0.469
2986,in the end i thought hannah and dallas were perfect for each other,i am not sure the connection with dallas and hannah was as strong,0.8108567,0.469
2987,a person asks questions so as to receive answers,on yahoo recent questions receive the most activity,0.6349634,0.469
2988,chorus sung by r kelly and sean paul whoa,go to the website wwwstarcom and search for r kelly,0.6025155,0.469
2989,pester her for more info or what,check out this site for more info,0.7523655,0.469
2990,a man wearing leather takes a picture of crystal,a man under an umbrella is taking pictures in the snow,0.5527122,0.469
2991,dracula is the perfect horror story scary but not gory,to purchase dracula penguin classics click here,0.47883403,0.469
2992,chris continued inland until it dissipated over central arkansas on september 13 ,the depression continued to strengthen  and became hurricane felix by september 13 ,0.64680403,0.469
2993,before  the country was divided into nine bigger units  also called oblast ,curitiba is divided into nine regional governments  who manage the 75 districts of the municipality ,0.7134876,0.469
2994,their story is sweet and soft,i absolutely loved hunter  corrines story,0.45920587,0.469
2995,i waited until he came back ,chapman waited around until they returned ,0.8267572,0.469
2996,if you wish to start a new discussion or revive an old one  please do so on the ,after adding this template  start a section on the article discussion page describing what you wish the expert to address ,0.75672054,0.469
2997,your master will answer that question,if the answer to question 1 is in the affirmative,0.7658555,0.469
2998,people at the park under the trees,a boy in blue in trees,0.6585028,0.469
2999,getting another hillaryclinton bumper sticker because lovewins and 2 just wasnt enough,hillaryclinton so whats your goal for setting up victims for billclinton to assault hillaryclinton chelseasmom tlot,0.5442512,0.469
3000,lots of cutesy filler about the couples from the last 4 books,after 4 books of briec  talaith banteringfighting it is getting annoying,0.6834554,0.469
3001,are the symtoms of falling out of love,is the guy falling for you,0.6999181,0.469
3002,this was short and sweet an inside view to what happened to kaylee the first time the scream took her,i think the novella achieves its purpose by making me want to see what happens to kaylee,0.6782879,0.469
3003,i dont understand why does adam change so much,i enjoyed warners perspective but i dont actually give any shits about adam anymore and would have preferred a story from kenji tbh,0.8559982,0.469
3004,when rule gets breathless and dizzy benedict realizes something is wrong,lily and rule were great characters from what i can tell,0.5992227,0.469
3005,some people are not ready for a child or they were even raped and theres already too many kids who need adopting anyway,usweekly i doubt she was clothed with anything when that pregnancy occurred,0.6730683,0.469
3006,heading on up to south park gonna see if i cant unwind,i think that episodes of south park are available on itunes,0.7075393,0.469
3007,the stations make up 16 radial railway lines  as well as the central city loop ,only two of the yamanote line s 29 stations do not connect with other railway or subway lines ,0.77745557,0.469
3008,it cannot be stopped every time i know the way edward stare at bella,edward is a much deeper character all the cullens are better drawn,0.64095664,0.469
3009,but yet none of the few thorns held much consequence to the rest of this blindingly beautiful book,i highly recommend this book for people who like epic fantasy and battles,0.6049048,0.469
3010,and thats what her books are fun especially her dragon series,but the characters from dragon slippers are back and as fun and lively as ever,0.7375121,0.469
3011,rt pari_passu dear religious right i keep my uterus out of your church so keep your church out my uterus,its a free country freedom includes freedom of choice,0.3865924,0.469
3012,tourist love to visit namli maira because its green valley ,namli maira is mainly a mountainous rural area ,0.48435405,0.469
3013,the dog all belly leaps in the air to catch a large ball,a person in red leaping from a ledge trying to touch the suspended red ball,0.66778463,0.469
3014,why would a mother advice her daughter to abort shame responsibility but truly is that the best advice itsnotonitsnotsafe,nice_euna its not only safe but contrally to the ten commandments thy shall not kill itsnotonitsnotsafe,0.6150538,0.469
3015,right bit of a strange one this,land of the weird home of the strange,0.7389892,0.467
3016,fortunately for her that is where miach comes in,but i loved the main character miach,0.5377668,0.467
3017,the little girl who played buffy overdosed on drugs too,he played himself on the television show buffy the vampire slayer in 2003,0.6584201,0.467
3018,an older couple is standing in a kitchen together,two older asian women smile and eat together,0.6129643,0.467
