index,sentence_1,sentence_2,calculated_similarity,actual_similarity
2122,People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be,"@Andrea_provida Or another hypocrisy are those who campaign for animal rights but are ""pro choice"" .",0.99212134,0.562
2123,"Orthosie , also known as , is a natural satellite of Jupiter .","Fornjot , or Saturn XLII , is a natural satellite of Saturn .",0.999365,0.562
2124,the applicant appealed against the contested order to the contested order on 11 March 2007.,The contested decision does not set out the allegations made against the applicant.,0.9965152,0.562
2125,"In The Sand Reckoner , Archimedes gives his father 's name as Phidias , an astronomer about whom nothing is known .","His father was Phidias , an astronomer , and he may have been in the family of a king of Syracuse .",0.9982992,0.562
2126,the Authority shall adopt the budget of the Office.,the Budget Office approves the subsidy in support of the EPA.,0.99843115,0.562
2127,One man dressed in black doing karate in a green field.,"An asian man in his karate uniform, doing a karate stance.",0.99901754,0.562
2128,Please clarify...do you mean cheat their wives?,Men who love their wives do not cheat.,0.9961785,0.562
2129,Trump for prez he couldn't do any worse so give him a shot,I admire how real and unapologetic Donald Trump is on his Political standpoints,0.9953189,0.562
2130,I truly enjoyed Lana Harvey's first adventure.,"Lana is great, and I can't wait to read more of these.",0.9984005,0.562
2131,"@RedAlert -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity. #murder","Messed up: Being outraged that it's legal to distribute images of abortion, but being fine with abortion being legal. #No2Trudeau",0.99609923,0.562
2132,"Just kidding, but I do like classic heavy metal.",Basically the roots of Death Metal lay in Heavy Metal.,0.9974643,0.562
2133,"The Gregorian calendar , and the year-numbering system associated with it , is the calendar system with most widespread usage in the world today .",The year-numbering used in the Gregorian calendar is based on a sixth century estimate for the year Jesus was born .,0.999501,0.562
2134,of course beyonce cause she is a hot girl.,beyonce is and she is hot im sayin off the chane,0.9993359,0.562
2135,You need to leave her!,Leave the room and get outside.,0.9981183,0.562
2136,"@TIMENOUT ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016","@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal",0.9947984,0.562
2137,The sudden warmth of the sun was welcome now that he had darkened nearly to the shade of a foon-nut tree.,"now, as he was sunburned into a dark brown, the sudden heat of sunlight was pleasant.",0.9982552,0.562
2138,@NatureGuy101 @MaryMorientes Support encourage #HillaryClinton president #UnitedStates world is success of women in world,As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination.,0.98696613,0.562
2139,"Yeah, only a real journalist will write it.",he will be writing a real journalist.,0.99896026,0.562
2140,I don't know if I want / need to get to know more about Mencheres.,A little note here about Mencheres.,0.99395335,0.562
2141,"Harsco operates in 45 countries and employs approximately 21,000 people worldwide .","The University today enrolls approximately 21,000 students , out of which more than 1,000 come from other countries .",0.9992628,0.562
2142,@Fredindimuli yes he has an opinion but the choice should be in the hands of the women You know the person directly affected?,@Stuart1927 @GoodCounselNet Thank goodness politicians saw sense and recognised women's rights over their own bodies.,0.99839795,0.562
2143,The original featuring Peter Sellers actually references the Pink Panther diamond.,For Your Eyes Only or True Lies or any of the Pink Panther movies with Peter Sellers....classic!,0.9988389,0.562
2144,It also calls the sub-template .,This subtemplate calls to add trailing zeros .,0.99748564,0.562
2145,"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm","We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH",0.99853647,0.562
2146,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump Get 'er done, big guy!!",0.9965048,0.562
2147,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,"If you live in a Trump building, congratulations on that decision",0.9972818,0.562
2148,Anders Celsius was a Swedish astronomer .,"Her mother , Irina , is Russian , and her father Swedish .",0.99786735,0.562
2149,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign.,0.99369127,0.562
2150,Farworld follows the adventures of Marcus and Kyja.,Little does Marcus know that Farworld actually exists.,0.9954973,0.562
2151,These tickets can be used to prove authentication to SS .,Kerberos works on the basis of `` tickets '' which serve to prove the identity of users .,0.99334395,0.562
2152,"it's the first summer day, and the weather has changed.",The important thing was simply that the weather had changed.,0.9986643,0.562
2153,"With the clock ticking, signifying the end of the world, Ophelia braves her fears and forges onward to complete her mission.","I wonder if the target audience would figure things out as quickly as me, or as slowly as Ophelia...",0.9986245,0.562
2154,Lost Voices ended kind of abruptly...,Lost Voices is captivating from the first page!,0.99760634,0.562
2155,Construction workers wearing white hard hats work on the street.,Three workers in safety vests and hard hats lay cement.,0.9995716,0.562
2156,"Sure, Felix is a nice enough guy, but instalove isn't going to solve the problem as to why he is so determined to help them.","Suddenly, Felix is thrown into a world he never expected, with enemies no one could have ever dreamed of.",0.99870175,0.562
2157,"Delaney made his World Wrestling Entertainment debut as a jobber , seen wrestling on the ECW show .","Colin Matthew Delaney is an American professional wrestler , best known for wrestling for World Wrestling Entertainment .",0.99890006,0.562
2158,I found Mia annoying & at times fairly pathetic.,"Mia and her friend seemed like they were 16, not in their twenties.",0.99823827,0.562
2159,But Sano is the hottest guy on Rurouni Kenshin.,Saiyuki and Samurai X (Rurouni Kenshin)... they're cool,0.9982229,0.562
2160,A man in a green hat and blue swim trunks sunbathing on the beach.,Two girls holding hands and jumping as they walk downhill on beach.,0.9947914,0.562
2161,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush? #HillaryClinton has got this!,0.9988851,0.562
2162,"The graphic novel brought those differences to the fore, and took me back to scenes from the book I had forgotten over the years.","When I saw that a graphic novel version had been published, I of course had to read it.",0.99893826,0.562
2163,"'For nothing, lad, ""said the dwarven king.","not much, my boy,"" the dwarf king gestured.",0.9979238,0.562
2164,"try downloading the limewire search and download engine, kiddo!",Please download limewire so that you can search for the soundtrack of the movie.,0.99638885,0.562
2165,What's the song that Barney the Purple Dinosaur sings?,Barney is a dinosaur w/ his imagination...,0.99131984,0.562
2166,Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.,"A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! #SCOTUS #MarriageEquality",0.99107766,0.562
2167,A bit too distant for the short-range accuracy of the tranquilizer gun.,a little long way to a little precise stun gun.,0.9991336,0.562
2168,"The Wizard Heir left huge openings for this sequel, and (for now) final installment of The Heir Series!",I do feel that the book ended well with slight openings and possibilities for future additions to this great series!,0.9983549,0.562
2169,There were footsteps in the corridor outside.,She's in the corridor to the dining room.,0.9984362,0.562
2170,He shared the Vezina Trophy with Glenn Hall in 1967 .,His final Vezina Trophy was shared with Denis Herron and Richard Sevigny in 1981 .,0.9989178,0.562
2171,I got it! I got it! A Hillary accomplishment! She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra,@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica,0.9887023,0.562
2172,The flop is followed by a second betting round .,This betting is the same as after the Flop .,0.99789774,0.562
2173,A lady sits in the sand on the beach.,A young boy stands near a sand pyramid.,0.9984474,0.562
2174,"With continued strong convection , Henriette maintained its strengthening and was predicted to reach hurricane strength .","It continued northward and maintained hurricane strength until landfall near Yarmouth , Nova Scotia in Canada late on September 28 .",0.99663574,0.562
2175,Yahoo music or the radio.,listen to the radio or some music,0.9978075,0.562
2176,the Dean had finally returned his sketchy memories of the previous night.,only memories of previous joyous days seemed alive.,0.9988677,0.562
2177,In interesting merger of the Fitz and Live Ship stories.,An extraordinary powerful ending to the story of Fitz and the Fool.,0.9953176,0.562
2178,Three construction workers in orange vests speak to one another in front of railroad tracks.,A construction worker in a gray shirt and jeans crouches next to a orange bucket and white bags of materials.,0.99862385,0.562
2179,If you are not talking about american idol I do not know.,if you talking about american idol then it was chicken little....kevin who went,0.9976706,0.562
2180,So it happens in The Snow Child.,The Snow Child was a rare and beautiful journey.,0.9979829,0.562
2181,I absolutely loved the twists and turns that this book took.,Full five stars for finally giving me a book like this that I love.,0.99918795,0.562
2182,Pratchett seems to me to be to fantasy what Douglas Adams is to scifi.,I also didn't like Douglas Adams... Just goes to show that not any one book (or series) can be for everybody.,0.99699706,0.562
2183,"Otherwise, there was no change in the normal routine.",normal things no one wants to change.,0.9973869,0.562
2184,Women are enjoying beverages at a restaurant outside.,Two old women enjoying at a gathering.,0.99863285,0.562
2185,It is best known as the site of Windsor Castle .,The Queen has a castle in Windsor called Windsor Castle .,0.9964528,0.562
2186,You can take advantage of the standard mortgage loan.,"In addition, the following lending commitment will apply to the mortgage loan book:",0.99881697,0.562
2187,Just ask her and be confident.,of course confident.. no need to explain.,0.99540484,0.562
2188,"Ivy is the only one that spots what's going on, but no one believes her - until Ren shows up.","Fighting the attraction between Ren and Ivy is futile, but it was really fun watching them try.",0.99953216,0.562
2189,Equal rights for all @SCOTUS? Except for the unborn?? #ycot #overturnRoe,Mzwakhe mbuli says doctors & nurses are paid assassins.. they kill unborn babies & give it a fancy name,0.99727833,0.562
2190,The devotees of Shirdi Sai Baba have spread all over India .,Sai Baba of Shirdi was a spiritual master who lived in India .,0.9991855,0.562
2191,Washington Capitals All-Star left winger Alexander Ovechkin has been confirmed as the cover athlete of NHL 2K10 .,Alexander Ovechkin of the Washington Capitals is on the cover of the North American Release .,0.99809694,0.562
2192,"I have a cue light I could use when I'm joking, would you like?",do you want me to use a controller if I joke?,0.9992285,0.562
2193,"#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO","@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",0.9955597,0.562
2194,It is a south-western segment of the South Pacific Ocean .,Niue is an island nation in the South Pacific Ocean .,0.99917656,0.562
2195,"One of my favorites in this series, I've read it many times.",A great way to finish the first part of this series.,0.99877214,0.562
2196,There is therefore no need to interpret those provisions.,that provision must therefore be interpreted.,0.9920329,0.562
2197,Men at a rodeo try to tame a bull.,A rodeo rider takes a tumble as a bull rampages.,0.9985497,0.562
2198,I adore the way Penryn and Raffe interact.,"In World After, we follow Penryn as she loses her sister yet again.",0.9989327,0.562
2199,@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!,"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss",0.9878833,0.562
2200,"I promptly picked up the first, then the second and now finally this book of the Riyria Chronicles.",Love the Riyria books and looking forward to the First Empire series coming out soon.,0.9985069,0.562
2201,Many children are gathering between houses.,A group of children gather around a black garbage bag.,0.9977916,0.562
2202,There are two men near a wall.,Three women are sitting near a wall.,0.9989855,0.562
2203,"Celia, of course, doesn't trust Ward.",Ward and Celia are awesome characters.,0.9935183,0.562
2204,Notable tropical and subtropical grasslands include the Llanos grasslands of northern South America .,There are several parts of the world that have grasslands .,0.9929443,0.562
2205,"When Rule learns that his clan will be investigated in the murder, he offers to be Lily's expert clan adviser.",Lily Rule is a San Diego police detective assigned to investigate a murder that might just be the work of a werewolf.,0.9983152,0.562
2206,Unable to register the Attribute Memory resource.,Unable to expand an attribute with Object value,0.9990541,0.562
2207,Fedora Linux was eventually absorbed into the Fedora Project .,None of these distributions are maintained by the Fedora Project .,0.9980115,0.535
2208,"Brisbane is in the southeast corner of Queensland , Australia .","The southernmost is found at 26 S in southeast Queensland , Australia .",0.99909383,0.5329999999999999
2209,"*4.5 stars* If you're a big fan of Despina and Jalal, then this would be a good novella to pick up.","Wow, I ship Despina and Jalal so much, they're so cute <3",0.99878067,0.5329999999999999
2210,A man in a long-sleeve t-shirt is standing in front of the river with two women.,A man with a black t-shirt and black jeans has a chain wallet next to a river.,0.9990667,0.5329999999999999
2211,Mar del Plata has a wide range of services in this sector .,"Mar del Plata has a population of 541,733 people .",0.99861085,0.5329999999999999
2212,The structure of the National Hockey League season is divided into the regular season and the Stanley Cup playoffs .,"Since 1927 , the Stanley Cup Final series also determines the National Hockey League championship .",0.9990125,0.5329999999999999
2213,Why attempt to love someone that cannot reciprocate those feelings?,Having those feelings for a person is very special.,0.9986723,0.5329999999999999
2214,I loved Celia and Marco together and individually.,I could hear Marco and Celia whisper love letters to the air.,0.99862677,0.5329999999999999
2215,A brown dog standing in water.,Brown and black dog tussle on grass.,0.99902934,0.5329999999999999
2216,"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test.",@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,0.999397,0.5329999999999999
2217,Prince in Let's Go Crazy was by far my favorite.,Would have to be Let's Pretend We're Married By Prince,0.99827224,0.5329999999999999
2218,I'm interested to learn more of Dancer and Cat.,Loved seeing the development of minor character Cat.,0.9973367,0.5329999999999999
2219,"OH Reseph, I didn't think you were redeemable.",But Reseph is so awesome and sweet and thoughtful!,0.9934068,0.531
2220,It was not seen until the Hubble Space Telescope recovered it in 2003 .,Later searches with the Hubble Space Telescope in 1993 found no satellites .,0.99944824,0.531
2221,"@LogicOfLife7 I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture",@mrgeology They abort millions of their possible progressives for the future. #Downfall,0.9937998,0.531
2222,"The band featured Stever on vocals and guitar , Sanchez on guitar , Kelley on drums and Jon Carleo on bass .","Its instrumentation is varied , including the drums , cymbals , and the occasional hi-hat and ascending bass guitar .",0.9962645,0.531
2223,@SLessard 100% agree. We need a woman like Hillary that can help this country get nursed back together!,@lbush34 @HillaryClinton just defending my girl Hillary!,0.99322176,0.531
2224,"Use a search engine like google or yahoo, and type ""Sk8r Boi lyrics Avril Lavigne","Log in to the Google website, then type the question you want to ask into the search engine bar.",0.9970321,0.531
2225,Santa Maria or Sta .,The municipality of Sta .,0.99788487,0.531
2226,it's not dark or even shadows.,But there's abnormal shadows on the clavicle.,0.9987268,0.531
2227,They are weak without you.,After that they got kind of weak.,0.9984913,0.531
2228,The main couple in this book is Hope and Karl.,I do like Hope and Karl the gang I didn't like so much too juvenile I think.,0.99739754,0.531
2229,"Back at Koror camp , the tribe is torn between Janu 's disliked personality and Stephenie being a big threat .","Back at camp , Stephenie tried to pull the Koror girls into a female alliance while Caryn spilled the plot to the men .",0.9988627,0.531
2230,"One of my favourite WS works, so magical and mystical :)",This is my favourite of his works so far.,0.99941814,0.531
2231,A woman wearing a red jacket speaking at a podium.,A black man wearing a gray jacket speaks into a microphone.,0.9992967,0.531
2232,@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,0.9993092,0.531
2233,"The tenth in the Demonica series and the fifth in the Lords of Deliverance series, Reaver does not let down even a little.","In terms of revelations and anticipation, ""Reaver"" has been the book that all the series' followers were looking forward to read.",0.9978631,0.531
2234,Reaver wants to rescue her and does against the commands of the archangels.,Reaver the once unfallen angel who earned back his wings.,0.99642664,0.531
2235,"The Prva HNL , also known as 1 .",Prva HNL is a football league which is top division in Croatia .,0.99736583,0.531
2236,Do you know what would REALLY PISS .@HillaryClinton OFF? .@VP .@JoeBiden runs against her. LMAO! #WakeUpAmerica No longer is,#HillaryInNH is like Adolph Hitler in a Synagogue. #tcot #uniteblue #ctot,0.9980897,0.531
2237,"Conduct your warp flight tomorrow morning, just as you planned.","no power, tomorrow morning, make an overlight flight.",0.99718434,0.531
2238,A little girl is jumping from bed to bed while a little boy is watching and another little girl has her back to the camera.,"This little girl, her blond-hair held back by a red band, sticks her tongue out playfully at the camera.",0.998546,0.531
2239,the heat of the trees penetrated the warmth of the sun.,The summer sun caused a heat shimmer over the ocean.,0.9986649,0.531
2240,"As of 2000 , the population was 4,743 .","As of 2005 , the population was 63,743 .",0.9999019,0.531
2241,"Half way through the book I knew who Anushka was, and that was the main point!","Since desperate times call for desperate measures, she is forced to use any means to find Anushka.",0.9988495,0.531
2242,Two horse back riders riding on a dirt path.,A dirt biker pushes his motorcycle up a rock while another rider watches.,0.99937433,0.531
2243,A baby is sleeping with his hand on his face.,A woman in a beaded hat holding a sleeping baby.,0.9972924,0.531
2244,"It consists of 27 stories that range from fantasy, to sci-fi, to general fiction.",There is some amazing stories but in my opinion there are more bad stories then good ones.,0.9967581,0.531
2245,"If I was disappointed in anything, it was that there was less interaction between Royce and Hadrian that I would have liked.",The only thing I am sad about is that there are no more Hadrian and Royce stories for me to enjoy.,0.9991207,0.531
2246,@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,Conflict is a vehicle for change! Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,0.9981889,0.531
2247,People: Donald Trump is a man who can lead this country into the future.,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,0.9978347,0.531
2248,Chorus sung by R. Kelly and Sean Paul. Whoa.,Sean Paul for the majority with a small amount of Bob Marley,0.99672055,0.531
2249,A black dog with a brown muzzle swimming in water.,A dog is jumping over a stream of water on a sandy beach.,0.99827445,0.531
2250,"I didn't laugh out loud, it was more of a chuckle inside my mind.",Ghai Saab's comments get me riled up. Laugh out loud.,0.9904189,0.531
2251,Here is a list of my favorites.,It's one of my favorites right now.,0.9984833,0.531
2252,On my bday I'm always so grateful to my bio parents who gave me up for #adoption #nochoiceisevereasy,Hadn't seen October Baby until the other night. Had me crying thru the whole thing...I don't cry at movies. So touching! #adoption,0.9949014,0.531
2253,The Iraqi national football team is the national team of Iraq and is controlled by the Iraq Football Association .,The Malta national football team is the national football team of Malta and is controlled by the Malta Football Association .,0.999695,0.531
2254,Many killed in Japan road tunnel collapse,Many killed in Syrian air strike,0.99933904,0.531
2255,This task requires a long period of time to accomplish if you practice.,ummm.. i started but it takes a long time depending on how much you practice....,0.99151695,0.531
2256,The fellow with the tie. His wife took him away.,a woman was taken in a tie by this guy.,0.9986926,0.531
2257,I didn't think I liked stories about fairies.,"This is a sweet, magical book for children who love fairies - mostly probably girls.",0.98803496,0.531
2258,"Issues discussed include climate change , coral bleaching , coral disease and coral reef fishing .","Among other issues , it is also concerned with endangered species , pollution and climate change .",0.9981173,0.531
2259,Group of children and some adults gathered outside stone buildings.,A group of adults and children dressed up and dancing.,0.9992801,0.531
2260,I can't really give the ending of one of my favorite series anything but five stars.,I'm not ashamed to admit her books always manage to squeeze at least one tear out of me.,0.9978471,0.531
2261,Dog jumps to catch a Frisbee while people watch.,A man playing ultimate frisbee makes a diving catch.,0.99862957,0.531
2262,"What are you afraid of @HillaryClinton? If you can't answer questions from the press, why do we want you as POTUS",@HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs?,0.9986558,0.531
2263,"In most countries , bovines are used for food .","Bovines are herbivores , and they mostly eat grass .",0.9978013,0.531
2264,"The initial deployment of the service pack caused a number of machines to continually reboot , rendering the machines unusable .",This caused Microsoft to temporarily suspend automatic deployment of the service pack until the problem was resolved .,0.9986801,0.531
2265,"Reuben claims he changes after getting the ""wolf gift"" but he really doesn't.",The Wolf Gift was a nice little escape.,0.99790233,0.531
2266,I'm happy to have read them but feel a strange sense of loss now the story is over.,She pulls the reader in and takes you on another epic journey with the characters you feel so accustomed to.,0.99762964,0.531
2267,RT @hale_razor:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,It's more than mistakes...with #HillaryClinton lying and cover-ups are a way of life. @NormanSie @n2toom #tcot #uniteblue,0.9994192,0.531
2268,"A month, a little longer.",I'd like to finish out the month.,0.9984465,0.531
2269,@HuffPostPol If @HillaryClinton can do half of what he did then she would be doing is a favor,This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California,0.99775213,0.531
2270,She dreams of a red door that never budges on an island covered in snow white feathers.,But she dreams every night of flying to an island covered with white feathers.,0.9991269,0.531
2271,RCTV continued to broadcast via satellite and cable as RCTV International .,It is also available via analog cable television .,0.998361,0.531
2272,Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,"Use your brain, keep Hillary out of the White House.Clinton2016",0.99828255,0.531
2273,"Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump",THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE** WE NEED A WINNER IN THE WHITE HOUSE AGAIN #MakeAmericaGreatAgain !!,0.98245716,0.531
2274,A man in a purple had climbs a rocky wall with his hands.,A young girl ascends an indoor climbing wall.,0.9983939,0.531
2275,Check it out if you are a fan of fantasy and especially if you like steampunk.,While most are classifying this as steampunk I find it feels much more like space opera to me.,0.999027,0.531
2276,"Prill knelt facing him, straddling him like a succubus.",on his groin he sat astride the Sukubus with Prillini's face.,0.9967303,0.531
2277,OH REALLY here is my e-mail address tupac_lover_00@yahoo.com,"This email address might be of some assistance to you. ""do_i_look_like_aaron@aaroncarter.com.",0.99743986,0.531
2278,You are able to purchase it on eBay.,You are able to download or purchase from amazon.com,0.99973845,0.531
2279,Have you tried the American Express website?,I tried their website but that didn't help.,0.9931109,0.531
2280,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,"@realDonaldTrump you know that middle class is Latino's, right? You just shitted all over that working class you claim to need.",0.9909961,0.531
2281,"Four young children on a sandy beach, with rocks and others in the background.","A child swims in a stream, whilst other children wait to jump off a rock.",0.9993354,0.531
2282,Philae was the last of the ancient Egyptian temples to be closed .,There was a temple built to her at Philae .,0.9982567,0.531
2283,"In the aim for equality we have forgotten the most innocent, the smallest, the most precious among us. The unborn. #catholic",We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder?,0.99705285,0.531
2284,Greensburg Community High School is one of six members of the Eastern Indiana Athletic Conference .,"Greensburg is a city in the state of Indiana , in the United States .",0.99785763,0.531
2285,"Men waiting, some sitting and other standing.",The young man is waiting with others on the sidewalk.,0.9992762,0.531
2286,The water immediately divides and Elijah and Elisha cross on dry land .,"Elijah then agreed , but only if Elisha would see him be taken to heaven .",0.9987323,0.531
2287,Jesus of Suburbia by Green Day does not apply to that.,"lol probably Jesus Of Suburbia or Anything off of 1,039/Smoothed Out Slappy Hour",0.99394333,0.531
2288,A old man with a cane walks by a blue cart selling items.,An old man talks to a younger woman wearing a name tag.,0.9992591,0.531
2289,"), there is something about the experience of reading a Sookie book that makes you feel ""at home.","Once again Sookie finds herself in more danger, but this time around she is able to handle herself better.",0.99623895,0.531
2290,"The Brethren, on the other hand, were committing crimes.",the Brotherhood is committed to crimes.,0.9962542,0.531
2291,Cullen ached for her and became a broken beast when his daughter was abducted.,Then his daughter is kidnapped and he needs Taige to save her.,0.9985888,0.531
2292,"As the reader, you start suspecting sooner than Briony, but it is a real struggle at times to get there.","Oh, Briony, Briony, Briony; you are one of my favorite narrators of all time!",0.99781334,0.531
2293,"Yet again I'm having trouble figuring out what to say about ""Mistral's Kiss.","It is a fantasy series....magic, sex and power.... Now onto my review of Mistral's Kiss...",0.99471235,0.531
2294,Must add Gwen and Drustan to my list of all-time favorite literary couples!,Drustan is a Highlander Druid living way back when while Gwen lives in modern times.,0.9987852,0.531
2295,Aslan to Bree Isn't Narnia the best?,"It really is a good book, and a solid part of the Narnia series.",0.9976525,0.531
2296,"#ProLifeYouth know that human life = human life, inside the womb or out.","I don't plan on ever having an abortion, but here's the thing ...I don't think anyone ever PLANS on it.",0.9857697,0.531
2297,"It is a significant event, especially with a shy girl.",Especially when he is shy and trying to accompany you.,0.9984076,0.531
2298,Many creative thinkers of Hasidic mysticism established the variety of Hasidic approaches .,It began in Eastern Europe and there are now Hasidic communities all over the world .,0.9989357,0.531
2299,Here is a good website to visit:,Visit the website for National Public Radio: www.npr.org,0.9871789,0.531
2300,"Look, I've got to work late tonight, I'm sorry.","I'm sorry, but I'll be late for work today.",0.99953896,0.531
2301,He actually asks Talin if he can embrace her the first time.,But found Talin a poor heroine.,0.9943669,0.531
2302,Congratulations @HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!,@ChelseaClinton's mom has got it going on! #POTUS #ChelseasMom,0.9890573,0.531
2303,That past (unfulfilled) love has shaped the very world that Raisa and Han exist in - shaping both their fortunes and perhaps their destiny.,Raisa and Han are both off (separately) to Oden's Ford and it's amazing.,0.99916583,0.531
2304,Ouendan while incorporating many of the improvements in gameplay made in Elite Beat Agents .,"Ouendan and Elite Beat Agents , both for the DS .",0.9977533,0.531
2305,I am VERY anxiously anticipating what Robin Hobb writes next!,"I would've given 4 stars (out of pre-existing love) to the first half, but the second is Robin Hobb at her finest.",0.9982165,0.531
2306,I hope Crash wins the Oscar for Best Picture instead of Brokeback Mountain.,"Playboy, Titanic, Crash, Ghetto Luv, and if you prefer, Brokeback Mountain.",0.9981255,0.531
2307,maybe you should be interested in the older sister.,Will she view me as a her older sister?,0.9992975,0.531
2308,My daughter uses it she even does her mps.,yep my daughter uses limewire all of time its just great!!!!!,0.9962566,0.531
2309,.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Save an intern.... Keep Bill & Hillary out of the White House.,0.99692935,0.531
2310,A black and white dog is jumping up to catch a green Frisbee.,A man playing ultimate frisbee makes a diving catch.,0.99803483,0.531
2311,The wagon lurched as one of the rear wheels hit a sunken rock.,Tire tracks like wagon wheels made two lines through the snow.,0.9985359,0.531
2312,"Ian is an asshole in the first book, and in the first part of Moonglow we see some residuals of that.",Ian I could take or leave.,0.9981199,0.531
2313,"The Power Rangers SDP series, is the favorite of my two boys.","I don't remember it, but I do remember POWER RANGERS",0.99520624,0.531
2314,Black dog climbs over fence in grassy area,Brown and black dog tussle on grass.,0.9970211,0.531
2315,What a great day to argue the benefits of making abortion legal,@politicspizza @RebeccahLouise @ProLifeYouth women being independent and making their own CHOICES,0.9853563,0.531
2316,"You can search on the website ""Youtube","Go to the website ""wikipedia.com"" and search it from there.",0.99665403,0.531
2317,"With the fall of silence already happened in the first chapter of this series, we know what Silver has watched and seen what can happen.",Silver Silence is the first book in the psy-changling trinity but I think of it as the 16th book in the psy-changeling series.,0.99776345,0.531
2318,"Overall it's a fun, quick book.","Overall, The Graveyard Book was definitely something that turned me on to Neil Gaiman.",0.99831945,0.531
2319,They'll chopper out a surgeon within the hour.,I'll have planes in the air within the hour.,0.9992262,0.531
2320,Tell him to go to the local strip club.,"Hughley in the same strip club, in Charlotte, NC.",0.99555206,0.531
2321,"As Arin enlists dangerous allies in the struggle to keep his country's freedom, he can't fight the suspicion that Kestrel knows more than she shows.","The entire story was solely Arin and Kestrel pining for one another, and the hardships they faced that kept them apart.",0.99941534,0.531
2322,Storms are a big deal in my family.,our family is experiencing a lot of storms.,0.9975238,0.531
2323,then u can drag and drup the files into ur mp3 player.,One uses MP3 for sound files and MP4 for movie files.,0.99771285,0.531
2324,Name of the ground albedo coefficient input raster map [-],raster bitmap name (albeda) [-],0.99780655,0.531
2325,E is the fifth letter in the Latin alphabet .,Omega is the last letter in the Greek alphabet .,0.9996252,0.531
2326,It moved to Toronto in 1958 after the NHL withdrew its support for the Kingston location .,"The NHL team with the most player inductees is the Toronto Maple Leafs , with 56 .",0.99771035,0.531
2327,Professional hockey players are eagerly fighting for the puck.,Two hockey players are fighting with a referee watches.,0.99942994,0.531
2328,I'm on the edge of my seat to start volunteering for @HillaryClinton 's presidential campaign! So excited!! #cantwait,Volunteer with your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD,0.9991463,0.531
2329,I loved Anne Rice's take on the Were Man.,"Did it convert me into a Anne Rice fan, yes and no.",0.99844253,0.531
