text,label
what s the name of that alfred hitchcock movie where janet leigh has the famous shower scene,"O,O,O,O,O,O,B-Director,I-Director,O,O,B-Actor,I-Actor,B-Plot,I-Plot,B-Opinion,B-Plot,I-Plot"
what s the name of that old old mystery movie where nick and nora charles reveal the identity of the murderer at a dinner party,"O,O,O,O,O,O,O,O,B-Genre,O,O,B-Character_Name,I-Character_Name,I-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,O,O,O"
what s the name of the classic science fiction film directed by steven spielberg that deals with the arrival of aliens on earth,"O,O,O,O,O,O,B-Opinion,B-Genre,I-Genre,O,O,O,B-Director,I-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the dr seuss movie about an elephant and a speck on a flower,"O,O,O,O,O,O,B-Origin,I-Origin,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie in which steve mcqueen participates in a prison break from a nazi pow camp in world war ii,"O,O,O,O,O,O,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie in which there is a girl and she falls for a man and it s based on the jane austen novel,"O,O,O,O,O,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,O,O,B-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin"
what s the name of the movie that had shakespeare as a character and he falls for a girl,"O,O,O,O,O,O,O,O,O,B-Character_Name,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie that had the marvel superhero who carried a hammer,"O,O,O,O,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie where clint eastwood s title character tracks down union soldiers who murdered his wife and kid,"O,O,O,O,O,O,O,O,B-Actor,I-Actor,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie where everyone is talking about a nonexistent criminal mastermind named kaiser sosa,"O,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,B-Character_Name,I-Character_Name"
what s the name of the movie where paul newman is imprisoned in the south and forced to work on a chain gang,"O,O,O,O,O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie where peter fonda plays a character named captain america and rides a motorcycle across the country,"O,O,O,O,O,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the movie with the little girl who has buttons sown on her eyes by her mom it s directed by tim burton,"O,O,O,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,O,O,O,B-Director,I-Director"
what s the name of the old disney film which included the tale of the sorcerer s apprentice with mickey mouse playing the apprentice,"O,O,O,O,O,O,O,B-Director,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot"
what s the name of the psychological thriller starring natalie portman about a ballerina who is attempting to preform a famous dance,"O,O,O,O,O,O,B-Genre,I-Genre,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the name of the unlikely relationship that develops between kate hepburn and bogart as they float down a river,"O,O,O,O,O,O,O,O,O,O,O,B-Actor,I-Actor,O,B-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot"
what s the name of this 1992 american crime drama that was directed by quentin tarantino and featuring harvey keitel and steve buscemi,"O,O,O,O,O,O,B-Year,B-Genre,I-Genre,I-Genre,O,O,O,O,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor"
what s the name of this classic quentin tarantino film that features an ensemble cast including samuel l jackson and john travolta,"O,O,O,O,O,O,B-Opinion,B-Director,I-Director,O,O,O,O,O,O,O,B-Actor,I-Actor,I-Actor,O,B-Actor,I-Actor"
what s the name of tim burton s movie about a boy and his recently dead dog,"O,O,O,O,O,B-Director,I-Director,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the peckinpah western that begins with a small town getting wiped out in a shootout between authorities and thieves,"O,O,O,B-Director,B-Genre,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the pseudo documentary comedy about a film crew following around a man who wants to be a villain from horror movie,"O,O,O,O,B-Genre,I-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the pseudo documentary comedy classic about a fictional heavy metal band who sings songs like big bottom,"O,O,O,B-Genre,I-Genre,I-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the re telling of the beauty and the beast story set in modern day new york city,"O,O,O,B-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,O,O,O,O,O,O,O"
what s the road trip movie where a mismatched pair travel across the country for the birth of a child,"O,O,O,B-Plot,I-Plot,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the sam raimi directed movie where bruce campbell has to take a chainsaw to his own possessed hand,"O,O,O,B-Director,I-Director,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the scorsese masterpiece that is loosely based on the life of boxer jake lamotta,"O,O,O,B-Director,B-Opinion,O,O,B-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin"
what s the screwball comedy with cary grant and katherine hepburn that features a dinosaur skeleton falling apart,"O,O,O,O,B-Genre,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the screwball masterpiece with rapid fire dialogue and characters who are in the newspaper world,"O,O,O,B-Opinion,I-Opinion,O,O,O,O,O,O,O,O,O,O,O,O"
what s the second movie in the series about a group of weird looking but lovable creatures traveling across some mythical land,"O,O,O,B-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the slasher film from the early eighties which concerns a mysterious killer who turns out to be a man,"O,O,O,B-Genre,I-Genre,O,O,B-Year,I-Year,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the soderbergh film that chronicles a virus that sweeps over the world and the effort to combat it,"O,O,O,B-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the star studded police drama that features sly stallone playing against type as a different sort of hero,"O,O,O,O,O,B-Genre,I-Genre,O,O,B-Actor,I-Actor,O,O,O,O,O,O,O,O,O"
what s the superhero movie about a weakling with a strong moral character who undergoes a treatment to possess superhuman strength,"O,O,O,B-Genre,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the suspenseful soderbergh film about a virus that makes its way around the world,"O,O,O,B-Genre,B-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the tarantino film where jamie foxx plays an ex slave who teams up with a bounty hunter,"O,O,O,B-Director,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the violent movie about the doomed love between two bank robbers during the great depression,"O,O,O,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what s the woody allen movie where owen wilson finds himself going back in time and meeting famous people,"O,O,O,B-Director,I-Director,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1920 s movie is often thought to be the first recorded film to portray a vampire,"O,B-Year,I-Year,O,O,B-Opinion,I-Opinion,I-Opinion,I-Opinion,I-Opinion,O,B-Opinion,O,O,O,O,O"
what 1927 science fiction silent film depicts a dystopian society in which a visionary woman is replaced by a robot double,"O,B-Year,B-Genre,I-Genre,I-Genre,I-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1931 crime movie tells the tale of a young man who reaches the top of the local criminal element,"O,B-Year,B-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1936 documentary contends that uncontrolled farming in the american central region caused the dust bowl,"O,B-Year,B-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1936 documentary film directed by pare lorenz is about the uncontrolled agriculture in the u s,"O,B-Year,B-Genre,O,O,O,B-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1937 disney classic adapted from the grimm fairy tale was the first full length animated film ever made,"O,B-Year,B-Genre,B-Opinion,B-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,O,O,O,B-Genre,I-Genre,I-Genre,O,O,O"
what 1937 movie features barbara stanwyck in the title role as a working class woman who married well,"O,B-Year,O,O,B-Actor,I-Actor,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1939 capra movie starring james stewart and jean arthur shows a fight against political corruption,"O,B-Year,B-Director,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1939 john wayne movie shows a group of people traveling with a constant threat of indians,"O,B-Year,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1939 victor fleming movie features a young judy garland as a girl swept away to a magical land,"O,B-Year,B-Director,I-Director,O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1940 classic film tells the story of a wooden puppet that wants to become a real boy,"O,B-Year,B-Opinion,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1940 movie features cary grant as a newspaper editor and rosalind russell as his ex wife,"O,B-Year,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot"
what 1940 silent film was directed by and starred charlie chaplin as omler the jewish barber,"O,B-Year,B-Genre,O,O,O,O,O,O,B-Actor,I-Actor,O,B-Character_Name,I-Character_Name,I-Character_Name,I-Character_Name"
what 1943 movie starring roddy mcdowell follows the bond between joe carraclough and his beloved dog,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot"
what 1944 judy garland film tells the story of four sisters who reluctantly move to new york,"O,B-Year,B-Actor,I-Actor,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1944 vincente minnelli movie depicts young women learning lessons of life and love as they move to new york,"O,B-Year,B-Director,I-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1946 frank capra movie featured james stewart and donna reed in the title roles,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,O,O,O"
what 1946 movie stars gregory peck and jane wyman about a boy who adopts a young deer,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1947 film concerned a man who claimed to be santa claus a claim that was ultimately resolved in court,"O,B-Year,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1948 film starring humphey bogart is the story of gold prospectors digging in mexico,"O,B-Year,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1948 irving berlin movie starred the dancing team of fred astaire and judy garland,"O,B-Year,B-Director,I-Director,O,O,O,O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor"
what 1948 movie featured humphrey bogart and lauren bacall in starring roles with a hurricane at a tropical hotel as a backdrop,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1949 film features james cagney as a crazy criminal who breaks out of prison,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1952 musical starring gene kelly is most known for a dance sequence involving a lamppost and a storm,"O,B-Year,B-Genre,O,B-Actor,I-Actor,O,O,O,O,O,O,O,O,O,O,O,O,O"
what 1953 movie features fred astaire as an artistic director hired for a new broadway musical,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1954 suspense film directed by alfred hitchcock starred jimmy stewart as a paranoid man,"O,B-Year,B-Genre,O,O,O,B-Director,I-Director,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot"
what 1956 paul newman movie depicts him as a wanna be criminal named rocky graziano,"O,B-Year,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1959 billy wilder movie featured marilyn monroe tony curtis and jack lemmon as members of an all female band,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,I-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1959 disney movie stars fred mcmurray as a boy who has a spell cast upon him turning him into an animal,"O,B-Year,B-Director,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1960 federico fellini opus filmed in italy starred marcello mastroianni as a paparazzo living and working in rome,"O,B-Year,B-Director,I-Director,I-Director,O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1960 horror film does a young woman stop at the bates motel ran by norman bates,"O,B-Year,B-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,B-Character_Name,I-Character_Name"
what 1961 movie stars audrey hepburn as a young socialite who becomes interested in a young man who moves into her building,"O,B-Year,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1962 movie starring john wayne tells the story of d day from both the allied and german points of view,"O,B-Year,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1964 italian film concerns the stalking and brutal murders of various scantily clad fashion models,"O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1964 movie had sean connery as agent 007 in the long running james bond franchise,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Character_Name,I-Character_Name,O,O,O,O,B-Relationship,I-Relationship,I-Relationship"
what 1965 film featured a woman who leaves an austrian convent to become a governess to the children of a naval officer who had been widowed,"O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1965 film starred charlton heston as michelangelo and rex harrison as pope julius ii,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Character_Name,O,B-Actor,I-Actor,O,B-Character_Name,I-Character_Name,I-Character_Name"
what 1966 movie depicts a nurse put in charge of an actress who ca n t talk,"O,B-Year,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1967 academy award winning film featured lee marvin as an united states army major,"O,B-Year,B-Award,I-Award,I-Award,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot"
what 1967 documentary focused on the plight of inmates at the bridgewater state hospital for the criminally insane,"O,B-Year,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1968 british horror film starring vincent price hunting spell casting women during the english civil war,"O,B-Year,B-Genre,I-Genre,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1968 sci fi horror flick shows a group of people hiding from zombies in a farm house,"O,B-Year,B-Genre,I-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1968 science fiction film directed by stanley kubrick depicted a spaceship s computer named hal 9000,"O,B-Year,B-Genre,I-Genre,O,O,O,B-Director,I-Director,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1968 science fiction film directed by stanley kubrick explores the vastness of space and time,"O,B-Year,B-Genre,I-Genre,O,O,O,B-Director,I-Director,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1969 western had a group of aging outlaws looking for one last big score,"O,B-Year,B-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1970 film about a korean war era army field hospital spawned a hit t v show by the same name that ran from 1972 1983,"O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
what 1970 film about americans living in rome was the directorial debut of dario argento,"O,B-Year,O,O,B-Plot,I-Plot,I-Plot,I-Plot,O,O,O,O,O,B-Director,I-Director"
what 1970 film teamed clint eastwood and telly savalas as us soldiers trying to find nazi treasure,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1973 baseball movie based on the novel by mark harris starred robert de niro in one of his first film roles,"O,B-Year,B-Genre,I-Genre,O,O,O,B-Origin,I-Origin,I-Origin,I-Origin,O,B-Actor,I-Actor,I-Actor,O,O,O,O,O,O,O"
what 1973 coming of age film is co written and directed by george lucas and stars richard dreyfuss and ron howard,"O,B-Year,B-Genre,I-Genre,I-Genre,O,O,O,O,O,O,O,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor"
what 1975 dario argento thriller concerns a medium helping a man solve a series of murders,"O,B-Year,B-Director,I-Director,B-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1975 drama does jack nicholson star in as a man that has been admitted to a mental institution,"O,B-Year,B-Genre,O,B-Actor,I-Actor,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1975 film featured susan sarandon with the tag line a different set of jaws,"O,B-Year,O,O,B-Actor,I-Actor,O,O,O,O,B-Quote,I-Quote,I-Quote,I-Quote,I-Quote"
what 1975 terry gilliman satirical comedy features the knights who say ni and arthur king of britons,"O,B-Year,B-Director,I-Director,B-Genre,I-Genre,O,O,B-Character_Name,I-Character_Name,I-Character_Name,I-Character_Name,O,B-Character_Name,O,O,O"
what 1976 martin scorsese film features robert deniro as a mentally unstable vietnam war veteran,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1976 movie is a dramatization of a world war ii battle that turned out to be the turning point of the war,"O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1976 sylvester stallone film won three academy awards but none for sylvester stallone himself,"O,B-Year,B-Actor,I-Actor,O,B-Award,I-Award,I-Award,I-Award,O,O,O,B-Actor,I-Actor,O"
what 1977 movie starred gregory peck as a legendary general leading the american forces in the pacific theater during world war ii,"O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1977 science fiction blockbuster introduced the world to the villain known as darth vader,"O,B-Year,B-Genre,I-Genre,O,O,O,O,O,O,O,O,O,B-Character_Name,I-Character_Name"
what 1977 woody allen film garnered diane keaton a best actress in a leading role oscar,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Award,I-Award,I-Award,I-Award,I-Award,I-Award,I-Award"
what 1978 drama film directed by michael cimino is most famous for its russian roulette scene,"O,B-Year,B-Genre,O,O,O,B-Director,I-Director,O,B-Opinion,I-Opinion,O,O,O,O,O"
what 1978 john landis movie featured john belushi as a toga wearing college student in 1962,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1980 s and 1990 s sci fi action movie franchise is actor peter keller best know for,"O,B-Year,I-Year,I-Year,I-Year,I-Year,B-Genre,I-Genre,I-Genre,O,B-Relationship,O,O,B-Actor,I-Actor,O,O,O"
what 1980 s film contains such famous lines as have fun stormin the castle and mawwage,"O,B-Year,O,O,O,O,O,O,O,B-Quote,I-Quote,I-Quote,B-Quote,I-Quote,O,B-Quote"
what 1980 s movie directed by steven spielberg features a boy named eliot trying to get his new found friend home,"O,B-Year,O,O,O,O,B-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1980 science fiction classic features characters such as luke skywalker han solo and darth vader,"O,B-Year,B-Genre,I-Genre,O,O,O,O,O,B-Character_Name,I-Character_Name,I-Character_Name,I-Character_Name,O,B-Character_Name,I-Character_Name"
what 1981 steven spielberg movie featured harrison ford as an archaeologist and adventurer with karen allen as his love interest and sidekick,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1982 movie featured an alien life form that had a fondness for a trail of reese s pieces,"O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1982 movie features a novel writer involved in the investigation of the disappearance of a san francisco actress,"O,B-Year,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1982 movie features eddie murphy as a criminal and nick nolte as a hard nosed cop,"O,B-Year,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1983 film was the first to feature the adventures of the fictional griswold family,"O,B-Year,O,O,O,B-Relationship,I-Relationship,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1984 movie featured tom hulce is the titular composer who is featured in various flashbacks,"O,B-Year,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1985 film stars albert brooks as a man who travels the country with his wife in a winnebago,"O,B-Year,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1986 cult classic movie stars david bowie as jareth the goblin king and jennifer connelly as sarah,"O,B-Year,B-Opinion,I-Opinion,O,O,B-Actor,I-Actor,O,B-Character_Name,I-Character_Name,I-Character_Name,I-Character_Name,O,B-Actor,I-Actor,O,B-Character_Name"
what 1986 science fiction thriller starring sigourney weaver won the oscar for best visual effects,"O,B-Year,B-Genre,I-Genre,I-Genre,O,B-Actor,I-Actor,O,O,B-Award,I-Award,I-Award,I-Award,I-Award"
what 1987 movie is a classic fairy tale featuring cary elwes robin wright and mandy patinkin,"O,B-Year,O,O,O,B-Origin,B-Genre,I-Genre,O,B-Actor,I-Actor,I-Actor,I-Actor,O,B-Actor,I-Actor"
what 1987 stanley kubrick movie shows r lee ermey as a united states marine corps drill instructor,"O,B-Year,B-Director,I-Director,O,O,B-Actor,I-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
what 1988 dystopian anime film directed by katsuhiro otomo features a boy riding around future tokyo on a red motorcycle,"O,B-Year,B-Genre,I-Genre,O,O,O,B-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
